      1:1447188121701941041::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
      4:1447188132221440792::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
      7:1447188142859198544::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     10:1447188153392158920::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     13:1447188163931968504::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     16:1447188174462080964::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     19:1447188184979621215::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     22:1447188195607970217::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     25:1447188206142067468::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     28:1447188216675210469::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     31:1447188227326698595::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     34:1447188237871223222::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     37:1447188248404965848::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     40:1447188259047545432::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     43:1447188269579281392::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     46:1447188280108847102::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     49:1447188290671887603::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     52:1447188301205323771::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     55:1447188311753106980::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     58:1447188322396843982::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     61:1447188332936147066::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     64:1447188343590496359::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     67:1447188354129389860::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     70:1447188364646906528::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     73:1447188375185033988::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     76:1447188385713383489::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     79:1447188396260601115::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     82:1447188406892691950::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     85:1447188417427019660::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     88:1447188427961675703::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     91:1447188438618293662::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     94:1447188449154390247::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     97:1447188459681454873::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    100:1447188470220099833::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    103:1447188480764626417::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    106:1447188491300141793::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    109:1447188501956014836::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    112:1447188512492442171::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    115:1447188523109106672::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    118:1447188533678192590::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    121:1447188544216016675::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    124:1447188554865816593::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    127:1447188565382348344::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    130:1447188575906259595::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    133:1447188586447801805::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    136:1447188596984868389::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    139:1447188607514157182::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    142:1447188618150715642::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    145:1447188628686987976::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    148:1447188639223769644::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    151:1447188649851602062::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    154:1447188660377003939::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    157:1447188670898364023::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    160:1447188681443175441::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    163:1447188691980148151::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    166:1447188702516536902::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    169:1447188713176036528::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    172:1447188723713396279::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    175:1447188734354723114::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    178:1447188744890445615::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    181:1447188755426614450::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    184:1447188765958351701::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    187:1447188776484009952::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    190:1447188787013360037::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    193:1447188797654539622::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    196:1447188808187754415::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    199:1447188818720773166::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    202:1447188829384613375::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    205:1447188839918228043::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    208:1447188850451351045::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    211:1447188861103088463::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    214:1447188871627101839::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    217:1447188882157846882::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    220:1447188892708184800::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    223:1447188903246374259::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    226:1447188913882444885::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    229:1447188924416723803::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    232:1447188934950928471::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    235:1447188945601061139::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    238:1447188956136301349::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    241:1447188966661719100::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    244:1447188977200878601::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    247:1447188987722813061::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    250:1447188998260000896::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    253:1447189008912877105::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    256:1447189019449879273::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    259:1447189029986220941::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    262:1447189040616678734::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    265:1447189051151640527::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    268:1447189061683001986::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    271:1447189072207725279::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    274:1447189082737722447::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    277:1447189093350903240::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    280:1447189103895818450::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    283:1447189114429020951::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    286:1447189125052329869::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    289:1447189135587749870::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    292:1447189146122482663::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    295:1447189156761469998::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    298:1447189167306988332::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    301:1447189177829666209::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    304:1447189188369888418::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    307:1447189198903012294::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    310:1447189209436510629::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    313:1447189220080187380::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    316:1447189230613091215::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    319:1447189241146115883::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    322:1447189251762324259::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    325:1447189262300562719::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    328:1447189272829531053::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    331:1447189283366022263::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
    334:1447189293932376264::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
