      3:1447350905383479863::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
      6:1447350905883954196::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
      9:1447350906383343571::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     12:1447350906883709155::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     15:1447350907383062780::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     18:1447350907883506822::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     21:1447350908383967405::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     24:1447350908883670988::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     27:1447350909382502280::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     30:1447350909894402072::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     33:1447350910384355697::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     36:1447350910883968530::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     39:1447350911383680197::Publishing new TL state:: tl1443088101 = GGGggrrrrGGGggrrrr
     42:1447350911883213489::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     45:1447350912384025489::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     48:1447350912883908156::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     51:1447350913383141364::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     54:1447350913883699239::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     57:1447350914383593322::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     60:1447350914882464406::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     63:1447350915390227781::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     66:1447350915882903281::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     69:1447350916383271698::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     72:1447350916883682406::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     75:1447350917383031114::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     78:1447350917883409740::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     81:1447350918383762406::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     84:1447350918882314656::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     87:1447350919382973990::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     90:1447350919883443115::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     93:1447350920390885698::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     96:1447350920883729948::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
     99:1447350921383182990::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    102:1447350921883517990::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    105:1447350922383935240::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    108:1447350922883211615::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    111:1447350923383628199::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    114:1447350923883008824::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    117:1447350924382919365::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    120:1447350924883474240::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    123:1447350925383891740::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
    126:1447350925883625657::Publishing new TL state:: tl1443088101 = rrrrrGGggrrrrrGGgg
