%index, %time, %length (bits)
779,1438884232.51303958892822265625,8096
780,1438884232.52130627632141113281,8096
781,1438884232.52959537506103515625,8096
782,1438884232.53788924217224121094,8096
783,1438884232.54618096351623535156,8096
784,1438884232.554473876953125,8096
785,1438884232.56277203559875488281,8096
786,1438884232.571033477783203125,8096
787,1438884232.57932496070861816406,8096
788,1438884232.58761572837829589844,8096
789,1438884232.59587740898132324219,8096
790,1438884232.60416150093078613281,8096
791,1438884232.61242461204528808594,8096
792,1438884232.62070631980895996094,8096
793,1438884232.62900185585021972656,8096
794,1438884232.63728213310241699219,8096
795,1438884232.64560222625732421875,8096
796,1438884232.65390300750732421875,8096
797,1438884232.66219186782836914062,8096
798,1438884232.67048001289367675781,8096
799,1438884232.67871761322021484375,8096
800,1438884232.68701767921447753906,8096
801,1438884232.69531774520874023438,8096
802,1438884232.70359873771667480469,8096
803,1438884232.71188879013061523438,8096
804,1438884232.72018289566040039062,8096
805,1438884232.72847867012023925781,8096
806,1438884232.73669672012329101562,8096
807,1438884232.74500775337219238281,8096
808,1438884232.75330114364624023438,8096
809,1438884232.7615909576416015625,8096
810,1438884232.76989316940307617188,8096
811,1438884232.778202056884765625,8096
812,1438884232.78649663925170898438,8096
813,1438884232.79475069046020507812,8096
814,1438884232.80298686027526855469,8096
815,1438884232.81118869781494140625,8096
816,1438884232.81945848464965820312,8096
817,1438884232.82779574394226074219,8096
818,1438884232.83610439300537109375,8096
819,1438884232.84439897537231445312,8096
820,1438884232.85269212722778320312,8096
821,1438884232.86100721359252929688,8096
822,1438884232.86929845809936523438,8096
823,1438884232.87758231163024902344,8096
824,1438884232.88585400581359863281,8096
825,1438884232.89414954185485839844,8096
826,1438884232.90245604515075683594,8096
827,1438884232.91075539588928222656,8096
828,1438884232.91902017593383789062,8096
829,1438884232.9273242950439453125,8096
830,1438884232.93561458587646484375,8096
831,1438884232.94392919540405273438,8096
832,1438884232.95222949981689453125,8096
833,1438884232.96052885055541992188,8096
834,1438884232.96879529953002929688,8096
835,1438884232.97707271575927734375,8096
836,1438884232.98537778854370117188,8096
837,1438884232.99368000030517578125,8096
838,1438884233.00199627876281738281,8096
839,1438884233.01021504402160644531,8096
840,1438884233.01843118667602539062,8096
841,1438884233.02663326263427734375,8096
842,1438884233.03481578826904296875,8096
843,1438884233.04300284385681152344,8096
844,1438884233.05121254920959472656,8096
845,1438884233.05943322181701660156,8096
846,1438884233.06764769554138183594,8096
847,1438884233.07586836814880371094,8096
848,1438884233.08426213264465332031,8096
849,1438884233.09247231483459472656,8096
850,1438884233.10066938400268554688,8096
851,1438884233.10885548591613769531,8096
852,1438884233.11703515052795410156,8096
853,1438884233.12525081634521484375,8096
854,1438884233.13346123695373535156,8096
855,1438884233.14168477058410644531,8096
856,1438884233.1498966217041015625,8096
857,1438884233.15808463096618652344,8096
858,1438884233.16627383232116699219,8096
859,1438884233.17446470260620117188,8096
860,1438884233.18267989158630371094,8096
861,1438884233.19088149070739746094,8096
862,1438884233.19908094406127929688,8096
863,1438884233.20727109909057617188,8096
864,1438884233.21545243263244628906,8096
865,1438884233.22363591194152832031,8096
866,1438884233.23182821273803710938,8096
867,1438884233.2400035858154296875,8096
868,1438884233.24816417694091796875,8096
869,1438884233.25633788108825683594,8096
870,1438884233.26452612876892089844,8096
871,1438884233.27270865440368652344,8096
872,1438884233.2808837890625,8096
873,1438884233.28905797004699707031,8096
874,1438884233.29721808433532714844,8096
875,1438884233.30537915229797363281,8096
876,1438884233.31353545188903808594,8096
877,1438884233.3217449188232421875,8096
878,1438884233.32997035980224609375,8096
879,1438884233.33817815780639648438,8096
880,1438884233.34638333320617675781,8096
881,1438884233.3545856475830078125,8096
882,1438884233.36278891563415527344,8096
883,1438884233.37099123001098632812,8096
884,1438884233.37920522689819335938,8096
885,1438884233.38740611076354980469,8096
886,1438884233.39560627937316894531,8096
887,1438884233.40378689765930175781,8096
888,1438884233.411983489990234375,8096
889,1438884233.42020010948181152344,8096
890,1438884233.42840838432312011719,8096
891,1438884233.43662047386169433594,8096
892,1438884233.44483780860900878906,8096
893,1438884233.45308065414428710938,8096
894,1438884233.46128964424133300781,8096
895,1438884233.46949458122253417969,8096
896,1438884233.47771477699279785156,8096
897,1438884233.48593544960021972656,8096
898,1438884233.4941425323486328125,8096
899,1438884233.50237941741943359375,8096
900,1438884233.51060914993286132812,8096
901,1438884233.51884007453918457031,8096
902,1438884233.5270671844482421875,8096
903,1438884233.53529453277587890625,8096
904,1438884233.54352021217346191406,8096
905,1438884233.55174875259399414062,8096
906,1438884233.55995059013366699219,8096
907,1438884233.56817698478698730469,8096
908,1438884233.57635498046875,8096
909,1438884233.58455491065979003906,8096
910,1438884233.59272980690002441406,8096
911,1438884233.60091042518615722656,8096
912,1438884233.60909104347229003906,8096
913,1438884233.61726617813110351562,8096
914,1438884233.62543773651123046875,8096
915,1438884233.63360905647277832031,8096
916,1438884233.64177751541137695312,8096
917,1438884233.64994549751281738281,8096
918,1438884233.65811133384704589844,8096
919,1438884233.66627550125122070312,8096
920,1438884233.67444109916687011719,8096
921,1438884233.68260526657104492188,8096
922,1438884233.69077086448669433594,8096
923,1438884233.69893527030944824219,8096
924,1438884233.7070980072021484375,8096
925,1438884233.71525812149047851562,8096
926,1438884233.72339653968811035156,8096
927,1438884233.7315578460693359375,8096
928,1438884233.73973202705383300781,8096
929,1438884233.74788808822631835938,8096
930,1438884233.7560443878173828125,8096
931,1438884233.76419997215270996094,8096
932,1438884233.77235674858093261719,8096
933,1438884233.78051066398620605469,8096
934,1438884233.78866505622863769531,8096
935,1438884233.79682493209838867188,8096
936,1438884233.80499935150146484375,8096
937,1438884233.81316423416137695312,8096
938,1438884233.8223667144775390625,8096
939,1438884233.83157682418823242188,8096
940,1438884233.84077739715576171875,8096
941,1438884233.8499813079833984375,8096
942,1438884233.85813117027282714844,8096
943,1438884233.86733555793762207031,8096
944,1438884233.87653756141662597656,8096
945,1438884233.88574123382568359375,8096
946,1438884233.89494657516479492188,8096
947,1438884233.90412616729736328125,8096
948,1438884233.91335320472717285156,8096
949,1438884233.92155146598815917969,8096
950,1438884233.9297580718994140625,8096
951,1438884233.9379634857177734375,8096
952,1438884233.94614005088806152344,8096
953,1438884233.95431661605834960938,8096
954,1438884233.96253180503845214844,8096
955,1438884233.97071480751037597656,8096
956,1438884233.97892355918884277344,8096
957,1438884233.98713064193725585938,8096
958,1438884233.99534130096435546875,8096
959,1438884234.00355076789855957031,8096
960,1438884234.01177096366882324219,8096
961,1438884234.01998877525329589844,8096
962,1438884234.02820682525634765625,8096
963,1438884234.03642106056213378906,8096
964,1438884234.04463982582092285156,8096
965,1438884234.05286073684692382812,8096
966,1438884234.06107878684997558594,8096
967,1438884234.069293975830078125,8096
968,1438884234.07750916481018066406,8096
969,1438884234.08581304550170898438,8096
970,1438884234.09402990341186523438,8096
971,1438884234.10224294662475585938,8096
972,1438884234.1104583740234375,8096
973,1438884234.11869955062866210938,8096
974,1438884234.12691497802734375,8096
975,1438884234.13513422012329101562,8096
976,1438884234.14334893226623535156,8096
977,1438884234.15156483650207519531,8096
978,1438884234.15978169441223144531,8096
979,1438884234.1679840087890625,8096
980,1438884234.1761837005615234375,8096
981,1438884234.18440175056457519531,8096
982,1438884234.19262075424194335938,8096
983,1438884234.200836181640625,8096
984,1438884234.20904397964477539062,8096
985,1438884234.21724176406860351562,8096
986,1438884234.22543811798095703125,8096
987,1438884234.23362088203430175781,8096
988,1438884234.2417736053466796875,8096
989,1438884234.2499256134033203125,8096
990,1438884234.25808191299438476562,8096
991,1438884234.26635289192199707031,8096
992,1438884234.27451157569885253906,8096
993,1438884234.28277730941772460938,8096
994,1438884234.29093194007873535156,8096
995,1438884234.29919385910034179688,8096
996,1438884234.30734705924987792969,8096
997,1438884234.31561374664306640625,8096
998,1438884234.32376718521118164062,8096
999,1438884234.33203840255737304688,8096
1000,1438884234.34023761749267578125,8096
1001,1438884234.34853458404541015625,8096
1002,1438884234.35672807693481445312,8096
1003,1438884234.36491155624389648438,8096
1004,1438884234.37308979034423828125,8096
1005,1438884234.38138747215270996094,8096
1006,1438884234.38968491554260253906,8096
1007,1438884234.39794826507568359375,8096
1008,1438884234.40610957145690917969,8096
1009,1438884234.41437101364135742188,8096
1010,1438884234.42252826690673828125,8096
1011,1438884234.43072485923767089844,8096
1012,1438884234.4390239715576171875,8096
1013,1438884234.44721150398254394531,8096
1014,1438884234.4553966522216796875,8096
1015,1438884234.4635829925537109375,8096
1016,1438884234.47176766395568847656,8096
1017,1438884234.4799518585205078125,8096
1018,1438884234.48814225196838378906,8096
1019,1438884234.49643754959106445312,8096
1020,1438884234.50469946861267089844,8096
1021,1438884234.51286005973815917969,8096
1022,1438884234.52116370201110839844,8096
1023,1438884234.52936553955078125,8096
1024,1438884234.53758072853088378906,8096
1025,1438884234.54650950431823730469,8096
1026,1438884234.55475831031799316406,8096
1027,1438884234.56306672096252441406,8096
1028,1438884234.57140254974365234375,8096
1029,1438884234.57966375350952148438,8096
1030,1438884234.58843493461608886719,8096
1031,1438884234.59728741645812988281,8096
1032,1438884234.60617184638977050781,8096
1033,1438884234.61499857902526855469,8096
1034,1438884234.62415194511413574219,8096
1035,1438884234.63301229476928710938,8096
1036,1438884234.64131808280944824219,8096
1037,1438884234.64952874183654785156,8096
1038,1438884234.65785479545593261719,8096
1039,1438884234.6661968231201171875,8096
1040,1438884234.67458581924438476562,8096
1041,1438884234.68276858329772949219,8096
1042,1438884234.69095396995544433594,8096
1043,1438884234.69913959503173828125,8096
1044,1438884234.70739984512329101562,8096
1045,1438884234.71558666229248046875,8096
1046,1438884234.72379422187805175781,8096
1047,1438884234.73196172714233398438,8096
1048,1438884234.74013495445251464844,8096
1049,1438884234.74844574928283691406,8096
1050,1438884234.75666046142578125,8096
1051,1438884234.76497149467468261719,8096
1052,1438884234.77329134941101074219,8096
1053,1438884234.78148293495178222656,8096
1054,1438884234.78966951370239257812,8096
1055,1438884234.79785609245300292969,8096
1056,1438884234.80601644515991210938,8096
1057,1438884234.8141727447509765625,8096
1058,1438884234.82243847846984863281,8096
1059,1438884234.83060097694396972656,8096
1060,1438884234.83877062797546386719,8096
1061,1438884234.84695124626159667969,8096
1062,1438884234.85513257980346679688,8096
1063,1438884234.86334967613220214844,8096
1064,1438884234.87166118621826171875,8096
1065,1438884234.87998676300048828125,8096
1066,1438884234.88829445838928222656,8096
1067,1438884234.89660930633544921875,8096
1068,1438884234.90491509437561035156,8096
1069,1438884234.91325235366821289062,8096
1070,1438884234.92153573036193847656,8096
1071,1438884234.92983007431030273438,8096
1072,1438884234.93817806243896484375,8096
1073,1438884234.94651699066162109375,8096
1074,1438884234.95483541488647460938,8096
1075,1438884234.96315097808837890625,8096
1076,1438884234.97152400016784667969,8096
1077,1438884234.9798107147216796875,8096
1078,1438884234.98811078071594238281,8096
1079,1438884234.99641489982604980469,8096
1080,1438884235.00471138954162597656,8096
1081,1438884235.0130157470703125,8096
1082,1438884235.02126312255859375,8096
1083,1438884235.02953457832336425781,8096
1084,1438884235.03785943984985351562,8096
1085,1438884235.0461864471435546875,8096
1086,1438884235.05455422401428222656,8096
1087,1438884235.06285429000854492188,8096
1088,1438884235.07112598419189453125,8096
1089,1438884235.08017587661743164062,8096
1090,1438884235.08843874931335449219,8096
1091,1438884235.0966701507568359375,8096
1092,1438884235.10496568679809570312,8096
1093,1438884235.11328816413879394531,8096
1094,1438884235.12163138389587402344,8096
1095,1438884235.12994790077209472656,8096
1096,1438884235.13826537132263183594,8096
1097,1438884235.1465778350830078125,8096
1098,1438884235.15489864349365234375,8096
1099,1438884235.16321349143981933594,8096
1100,1438884235.17152953147888183594,8096
1101,1438884235.17985272407531738281,8096
1102,1438884235.18816852569580078125,8096
1103,1438884235.19648528099060058594,8096
1104,1438884235.20477342605590820312,8096
1105,1438884235.213069915771484375,8096
1106,1438884235.22134733200073242188,8096
1107,1438884235.22961091995239257812,8096
1108,1438884235.23787283897399902344,8096
1109,1438884235.24613308906555175781,8096
1110,1438884235.25439095497131347656,8096
1111,1438884235.26264810562133789062,8096
1112,1438884235.27092194557189941406,8096
1113,1438884235.27917146682739257812,8096
1114,1438884235.28741788864135742188,8096
1115,1438884235.29566192626953125,8096
1116,1438884235.3039035797119140625,8096
1117,1438884235.31214857101440429688,8096
1118,1438884235.32039308547973632812,8096
1119,1438884235.32863378524780273438,8096
1120,1438884235.33687376976013183594,8096
1121,1438884235.34510731697082519531,8096
1122,1438884235.35334324836730957031,8096
1123,1438884235.361576080322265625,8096
1124,1438884235.36980772018432617188,8096
1125,1438884235.37803030014038085938,8096
1126,1438884235.38626265525817871094,8096
1127,1438884235.39449405670166015625,8096
1128,1438884235.4027271270751953125,8096
1129,1438884235.41095447540283203125,8096
1130,1438884235.41922259330749511719,8096
1131,1438884235.42750477790832519531,8096
1132,1438884235.43574833869934082031,8096
1133,1438884235.44403529167175292969,8096
1134,1438884235.45231938362121582031,8096
1135,1438884235.46061015129089355469,8096
1136,1438884235.46890020370483398438,8096
1137,1438884235.47719025611877441406,8096
1138,1438884235.48548436164855957031,8096
1139,1438884235.49379563331604003906,8096
1140,1438884235.50207924842834472656,8096
1141,1438884235.51037693023681640625,8096
1142,1438884235.5186920166015625,8096
1143,1438884235.52700901031494140625,8096
1144,1438884235.53532671928405761719,8096
1145,1438884235.54364466667175292969,8096
1146,1438884235.5519695281982421875,8096
1147,1438884235.56028985977172851562,8096
1148,1438884235.56860804557800292969,8096
1149,1438884235.57691597938537597656,8096
1150,1438884235.58523702621459960938,8096
1151,1438884235.59354996681213378906,8096
1152,1438884235.60186171531677246094,8096
1153,1438884235.61017131805419921875,8096
1154,1438884235.61848235130310058594,8096
1155,1438884235.62677836418151855469,8096
1156,1438884235.63509654998779296875,8096
1157,1438884235.64340662956237792969,8096
1158,1438884235.65171408653259277344,8096
1159,1438884235.66002106666564941406,8096
1160,1438884235.6683254241943359375,8096
1161,1438884235.67663097381591796875,8096
1162,1438884235.68493604660034179688,8096
1163,1438884235.69326090812683105469,8096
1164,1438884235.70156574249267578125,8096
1165,1438884235.70986819267272949219,8096
1166,1438884235.71816778182983398438,8096
1167,1438884235.72647023200988769531,8096
1168,1438884235.73476743698120117188,8096
1169,1438884235.74306440353393554688,8096
1170,1438884235.75136208534240722656,8096
1171,1438884235.75965857505798339844,8096
1172,1438884235.76795411109924316406,8096
1173,1438884235.77624964714050292969,8096
1174,1438884235.7845458984375,8096
1175,1438884235.79284238815307617188,8096
1176,1438884235.80113720893859863281,8096
1177,1438884235.8094310760498046875,8096
1178,1438884235.81772685050964355469,8096
1179,1438884235.82602190971374511719,8096
1180,1438884235.83431768417358398438,8096
1181,1438884235.84261035919189453125,8096
1182,1438884235.85090780258178710938,8096
1183,1438884235.85920238494873046875,8096
1184,1438884235.86749792098999023438,8096
1185,1438884235.87579369544982910156,8096
1186,1438884235.88408756256103515625,8096
1187,1438884235.89238119125366210938,8096
1188,1438884235.90067243576049804688,8096
1189,1438884235.90896582603454589844,8096
1190,1438884235.91726350784301757812,8096
1191,1438884235.92555904388427734375,8096
1192,1438884235.93386578559875488281,8096
1193,1438884235.94217252731323242188,8096
1194,1438884235.95047926902770996094,8096
1195,1438884235.95878434181213378906,8096
1196,1438884235.96709418296813964844,8096
1197,1438884235.97539997100830078125,8096
1198,1438884235.98372030258178710938,8096
1199,1438884235.99203443527221679688,8096
1200,1438884236.00034594535827636719,8096
1201,1438884236.00865626335144042969,8096
1202,1438884236.01697707176208496094,8096
1203,1438884236.02532911300659179688,8096
1204,1438884236.03364491462707519531,8096
1205,1438884236.04196333885192871094,8096
1206,1438884236.05028390884399414062,8096
1207,1438884236.05860590934753417969,8096
1208,1438884236.06692028045654296875,8096
1209,1438884236.07523393630981445312,8096
1210,1438884236.08353161811828613281,8096
1211,1438884236.09184718132019042969,8096
1212,1438884236.10016274452209472656,8096
1213,1438884236.10847783088684082031,8096
1214,1438884236.11678981781005859375,8096
1215,1438884236.12509322166442871094,8096
1216,1438884236.13340902328491210938,8096
1217,1438884236.14173436164855957031,8096
1218,1438884236.15005588531494140625,8096
1219,1438884236.15838098526000976562,8096
1220,1438884236.16670393943786621094,8096
1221,1438884236.17501926422119140625,8096
1222,1438884236.18334102630615234375,8096
1223,1438884236.19166254997253417969,8096
1224,1438884236.1999835968017578125,8096
1225,1438884236.20829367637634277344,8096
1226,1438884236.21658825874328613281,8096
1227,1438884236.22489714622497558594,8096
1228,1438884236.23319029808044433594,8096
1229,1438884236.24148225784301757812,8096
1230,1438884236.24977660179138183594,8096
1231,1438884236.25807118415832519531,8096
1232,1438884236.2663631439208984375,8096
1233,1438884236.27467179298400878906,8096
1234,1438884236.28297781944274902344,8096
1235,1438884236.29128336906433105469,8096
1236,1438884236.29958748817443847656,8096
1237,1438884236.30789327621459960938,8096
1238,1438884236.3161945343017578125,8096
1239,1438884236.32452845573425292969,8096
1240,1438884236.33283257484436035156,8096
1241,1438884236.34114050865173339844,8096
1242,1438884236.34945154190063476562,8096
1243,1438884236.35775542259216308594,8096
1244,1438884236.36605620384216308594,8096
1245,1438884236.37435221672058105469,8096
1246,1438884236.38265132904052734375,8096
1247,1438884236.39092493057250976562,8096
1248,1438884236.39924526214599609375,8096
1249,1438884236.40755581855773925781,8096
1250,1438884236.41586256027221679688,8096
1251,1438884236.42416715621948242188,8096
1252,1438884236.4324512481689453125,8096
1253,1438884236.44070386886596679688,8096
1254,1438884236.44895863533020019531,8096
1255,1438884236.45723986625671386719,8096
1256,1438884236.465534210205078125,8096
1257,1438884236.473819732666015625,8096
1258,1438884236.4821453094482421875,8096
1259,1438884236.49040126800537109375,8096
1260,1438884236.49872589111328125,8096
1261,1438884236.50702500343322753906,8096
1262,1438884236.51531052589416503906,8096
1263,1438884236.5235958099365234375,8096
1264,1438884236.53188180923461914062,8096
1265,1438884236.54019212722778320312,8096
1266,1438884236.54847240447998046875,8096
1267,1438884236.55675601959228515625,8096
1268,1438884236.56503820419311523438,8096
1269,1438884236.57331633567810058594,8096
1270,1438884236.58156800270080566406,8096
1271,1438884236.58981466293334960938,8096
1272,1438884236.59808278083801269531,8096
1273,1438884236.60638260841369628906,8096
1274,1438884236.61468505859375,8096
1275,1438884236.62298560142517089844,8096
1276,1438884236.63128614425659179688,8096
1277,1438884236.63958573341369628906,8096
1278,1438884236.64788269996643066406,8096
1279,1438884236.65618228912353515625,8096
1280,1438884236.66448616981506347656,8096
1281,1438884236.67278552055358886719,8096
1282,1438884236.68108606338500976562,8096
1283,1438884236.68938469886779785156,8096
1284,1438884236.69768428802490234375,8096
1285,1438884236.70598483085632324219,8096
1286,1438884236.71428561210632324219,8096
1287,1438884236.72258615493774414062,8096
1288,1438884236.73088908195495605469,8096
1289,1438884236.73919129371643066406,8096
1290,1438884236.74749732017517089844,8096
1291,1438884236.75580811500549316406,8096
1292,1438884236.76411700248718261719,8096
1293,1438884236.77239751815795898438,8096
1294,1438884236.78070282936096191406,8096
1295,1438884236.78902649879455566406,8096
1296,1438884236.79733943939208984375,8096
1297,1438884236.80565118789672851562,8096
1298,1438884236.81396031379699707031,8096
1299,1438884236.82227015495300292969,8096
1300,1438884236.83057689666748046875,8096
1301,1438884236.83888602256774902344,8096
1302,1438884236.84719252586364746094,8096
1303,1438884236.85549521446228027344,8096
1304,1438884236.86380219459533691406,8096
1305,1438884236.87210488319396972656,8096
1306,1438884236.880405426025390625,8096
1307,1438884236.8887081146240234375,8096
1308,1438884236.89701676368713378906,8096
1309,1438884236.90533399581909179688,8096
1310,1438884236.9135875701904296875,8096
1311,1438884236.92188668251037597656,8096
1312,1438884236.93018651008605957031,8096
1313,1438884236.93848752975463867188,8096
1314,1438884236.94676566123962402344,8096
1315,1438884236.95507216453552246094,8096
1316,1438884236.9633731842041015625,8096
1317,1438884236.97166299819946289062,8096
1318,1438884236.97996187210083007812,8096
1319,1438884236.98825383186340332031,8096
1320,1438884236.99653553962707519531,8096
1321,1438884240.00581860542297363281,8096
1322,1438884240.01602482795715332031,8096
1323,1438884240.02619266510009765625,8096
1324,1438884240.03743696212768554688,8096
1325,1438884240.04761171340942382812,8096
1326,1438884240.05782055854797363281,8096
1327,1438884240.06802654266357421875,8096
1328,1438884240.0792636871337890625,8096
1329,1438884240.08944749832153320312,8096
1330,1438884240.099628448486328125,8096
1331,1438884240.10980439186096191406,8096
1332,1438884240.11997747421264648438,8096
1333,1438884240.13014888763427734375,8096
1334,1438884240.14032149314880371094,8096
1335,1438884240.15049576759338378906,8096
1336,1438884240.16066908836364746094,8096
1337,1438884240.1708431243896484375,8096
1338,1438884240.18207955360412597656,8096
1339,1438884240.19241356849670410156,8096
1340,1438884240.20258736610412597656,8096
1341,1438884240.21274971961975097656,8096
1342,1438884240.22398233413696289062,8096
1343,1438884240.23518204689025878906,8096
1344,1438884240.24640488624572753906,8096
1345,1438884240.25659847259521484375,8096
1346,1438884240.26677203178405761719,8096
1347,1438884240.27693700790405273438,8096
1348,1438884240.28711938858032226562,8096
1349,1438884240.29728579521179199219,8096
1350,1438884240.30744957923889160156,8096
1351,1438884240.31761431694030761719,8096
1352,1438884240.32778263092041015625,8096
1353,1438884240.33794879913330078125,8096
1354,1438884240.34811472892761230469,8096
1355,1438884240.35827970504760742188,8096
1356,1438884240.36844778060913085938,8096
1357,1438884240.37968873977661132812,8096
1358,1438884240.38985586166381835938,8096
1359,1438884240.40002202987670898438,8096
1360,1438884240.41018557548522949219,8096
1361,1438884240.42142128944396972656,8096
1362,1438884240.432682037353515625,8096
1363,1438884240.44284844398498535156,8096
1364,1438884240.45301556587219238281,8096
1365,1438884240.46317934989929199219,8096
1366,1438884240.47334408760070800781,8096
1367,1438884240.48461818695068359375,8096
1368,1438884240.49479818344116210938,8096
1369,1438884240.50496268272399902344,8096
1370,1438884240.51514768600463867188,8096
1371,1438884240.52531647682189941406,8096
1372,1438884240.5354785919189453125,8096
1373,1438884240.54675245285034179688,8096
1374,1438884240.55691981315612792969,8096
1375,1438884240.56710076332092285156,8096
1376,1438884240.57730603218078613281,8096
1377,1438884240.58747434616088867188,8096
1378,1438884240.59874081611633300781,8096
1379,1438884240.60891056060791015625,8096
1380,1438884240.61907339096069335938,8096
1381,1438884240.62924551963806152344,8096
1382,1438884240.64051866531372070312,8096
1383,1438884240.65068912506103515625,8096
1384,1438884240.66085457801818847656,8096
1385,1438884240.67102026939392089844,8096
1386,1438884240.68228650093078613281,8096
1387,1438884240.6924571990966796875,8096
1388,1438884240.70262289047241210938,8096
1389,1438884240.71279048919677734375,8096
1390,1438884240.72405457496643066406,8096
1391,1438884240.73422503471374511719,8096
1392,1438884240.74439239501953125,8096
1393,1438884240.75455927848815917969,8096
1394,1438884240.76582407951354980469,8096
1395,1438884240.77599549293518066406,8096
1396,1438884240.786163330078125,8096
1397,1438884240.79743194580078125,8096
1398,1438884240.80760240554809570312,8096
1399,1438884240.81776952743530273438,8096
1400,1438884240.82793688774108886719,8096
1401,1438884240.83810305595397949219,8096
1402,1438884240.84936976432800292969,8096
1403,1438884240.85953927040100097656,8096
1404,1438884240.87080430984497070312,8096
1405,1438884240.88097286224365234375,8096
1406,1438884240.89118480682373046875,8096
1407,1438884240.90135598182678222656,8096
1408,1438884240.91153240203857421875,8096
1409,1438884240.92171025276184082031,8096
1410,1438884240.93188786506652832031,8096
1411,1438884240.94205927848815917969,8096
1412,1438884240.95225095748901367188,8096
1413,1438884240.96242117881774902344,8096
1414,1438884240.97259521484375,8096
1415,1438884240.98276519775390625,8096
1416,1438884240.992931365966796875,8096
1417,1438884241.00323200225830078125,8096
1418,1438884241.01349616050720214844,8096
1419,1438884241.0237598419189453125,8096
1420,1438884241.034023284912109375,8096
1421,1438884241.04428696632385253906,8096
1422,1438884241.05454921722412109375,8096
1423,1438884241.06481266021728515625,8096
1424,1438884241.07502150535583496094,8096
1425,1438884241.08530139923095703125,8096
1426,1438884241.09557080268859863281,8096
1427,1438884241.10583209991455078125,8096
1428,1438884241.11609292030334472656,8096
1429,1438884241.12635183334350585938,8096
1430,1438884241.1366100311279296875,8096
1431,1438884241.14687180519104003906,8096
1432,1438884241.15713143348693847656,8096
1433,1438884241.16739201545715332031,8096
1434,1438884241.17765355110168457031,8096
1435,1438884241.1879138946533203125,8096
1436,1438884241.19817233085632324219,8096
1437,1438884241.20843100547790527344,8096
1438,1438884241.21869635581970214844,8096
1439,1438884241.22895884513854980469,8096
1440,1438884241.23922896385192871094,8096
1441,1438884241.24948716163635253906,8096
1442,1438884241.25974965095520019531,8096
1443,1438884241.27002096176147460938,8096
1444,1438884241.28028059005737304688,8096
1445,1438884241.29053974151611328125,8096
1446,1438884241.300800323486328125,8096
1447,1438884241.31107187271118164062,8096
1448,1438884241.32131314277648925781,8096
1449,1438884241.33157491683959960938,8096
1450,1438884241.34183502197265625,8096
1451,1438884241.35209608078002929688,8096
1452,1438884241.36235499382019042969,8096
1453,1438884241.37261295318603515625,8096
1454,1438884241.38282608985900878906,8096
1455,1438884241.39303159713745117188,8096
1456,1438884241.40324735641479492188,8096
1457,1438884241.41344404220581054688,8096
1458,1438884241.42363882064819335938,8096
1459,1438884241.4338436126708984375,8096
1460,1438884241.44405794143676757812,8096
1461,1438884241.45424294471740722656,8096
1462,1438884241.46442294120788574219,8096
1463,1438884241.47458362579345703125,8096
1464,1438884241.48475790023803710938,8096
1465,1438884241.49493551254272460938,8096
1466,1438884241.5051212310791015625,8096
1467,1438884241.51529669761657714844,8096
1468,1438884241.52548170089721679688,8096
1469,1438884241.53566408157348632812,8096
1470,1438884241.54584097862243652344,8096
1471,1438884241.55602335929870605469,8096
1472,1438884241.566196441650390625,8096
1473,1438884241.57643270492553710938,8096
1474,1438884241.58671689033508300781,8096
1475,1438884241.59696888923645019531,8096
1476,1438884241.60724306106567382812,8096
1477,1438884241.61749672889709472656,8096
1478,1438884241.62775588035583496094,8096
1479,1438884241.63800907135009765625,8096
1480,1438884241.64826536178588867188,8096
1481,1438884241.65851330757141113281,8096
1482,1438884241.66876316070556640625,8096
1483,1438884241.67901253700256347656,8096
1484,1438884241.68926167488098144531,8096
1485,1438884241.69951200485229492188,8096
1486,1438884241.70976471900939941406,8096
1487,1438884241.72001814842224121094,8096
1488,1438884241.7302799224853515625,8096
1489,1438884241.74054050445556640625,8096
1490,1438884241.75080585479736328125,8096
1491,1438884241.76106548309326171875,8096
1492,1438884241.77132201194763183594,8096
1493,1438884241.78156137466430664062,8096
1494,1438884241.79181337356567382812,8096
1495,1438884241.80206966400146484375,8096
1496,1438884241.8123302459716796875,8096
1497,1438884241.82259249687194824219,8096
1498,1438884241.83285593986511230469,8096
1499,1438884241.84311079978942871094,8096
1500,1438884241.85336780548095703125,8096
1501,1438884241.86362338066101074219,8096
1502,1438884241.87387752532958984375,8096
1503,1438884241.8841342926025390625,8096
1504,1438884241.89438796043395996094,8096
1505,1438884241.90464138984680175781,8096
1506,1438884241.91485619544982910156,8096
1507,1438884241.92505669593811035156,8096
1508,1438884241.93525648117065429688,8096
1509,1438884241.94544744491577148438,8096
1510,1438884241.95563983917236328125,8096
1511,1438884241.96583127975463867188,8096
1512,1438884241.97602128982543945312,8096
1513,1438884241.98621344566345214844,8096
1514,1438884241.99647378921508789062,8096
1515,1438884242.00578904151916503906,8096
1516,1438884242.01407504081726074219,8096
1517,1438884242.02235722541809082031,8096
1518,1438884242.03064465522766113281,8096
1519,1438884242.03893899917602539062,8096
1520,1438884242.04723119735717773438,8096
1521,1438884242.05552148818969726562,8096
1522,1438884242.06382131576538085938,8096
1523,1438884242.07210373878479003906,8096
1524,1438884242.08039808273315429688,8096
1525,1438884242.08867049217224121094,8096
1526,1438884242.09695172309875488281,8096
1527,1438884242.10526037216186523438,8096
1528,1438884242.11351251602172851562,8096
