%index, %time, %length (bits)
0,1438884273.15310192108154296875,8096
1,1438884273.1612224578857421875,8096
2,1438884273.17041611671447753906,8096
3,1438884273.17858386039733886719,8096
4,1438884273.18675851821899414062,8096
5,1438884273.19495058059692382812,8096
6,1438884273.2031726837158203125,8096
7,1438884273.21139550209045410156,8096
8,1438884273.21955442428588867188,8096
9,1438884273.22783899307250976562,8096
10,1438884273.23606610298156738281,8096
11,1438884273.2442760467529296875,8096
12,1438884273.25248646736145019531,8096
13,1438884273.26069784164428710938,8096
14,1438884273.2689075469970703125,8096
15,1438884273.27712273597717285156,8096
16,1438884273.28533339500427246094,8096
17,1438884273.293598175048828125,8096
18,1438884273.30177092552185058594,8096
19,1438884273.30995941162109375,8096
20,1438884273.31814217567443847656,8096
21,1438884273.32630395889282226562,8096
22,1438884273.33451342582702636719,8096
23,1438884273.34268236160278320312,8096
24,1438884273.35085654258728027344,8096
25,1438884273.35906672477722167969,8096
26,1438884273.36724543571472167969,8096
27,1438884273.37542319297790527344,8096
28,1438884273.38363170623779296875,8096
29,1438884273.3918437957763671875,8096
30,1438884273.40002202987670898438,8096
31,1438884273.40819883346557617188,8096
32,1438884273.416408538818359375,8096
33,1438884273.42464685440063476562,8096
34,1438884273.43286204338073730469,8096
35,1438884273.44104146957397460938,8096
36,1438884273.44921565055847167969,8096
37,1438884273.45742869377136230469,8096
38,1438884273.46560788154602050781,8096
39,1438884273.47378444671630859375,8096
40,1438884273.48196387290954589844,8096
41,1438884273.49017596244812011719,8096
42,1438884273.49835658073425292969,8096
43,1438884273.50653290748596191406,8096
44,1438884273.51471042633056640625,8096
45,1438884273.52288842201232910156,8096
46,1438884273.5311031341552734375,8096
47,1438884273.53932213783264160156,8096
48,1438884273.54749989509582519531,8096
49,1438884273.555713653564453125,8096
50,1438884273.56389451026916503906,8096
51,1438884273.57210898399353027344,8096
52,1438884273.58033704757690429688,8096
53,1438884273.58854150772094726562,8096
54,1438884273.59675073623657226562,8096
55,1438884273.60494899749755859375,8096
56,1438884273.61318182945251464844,8096
57,1438884273.62139558792114257812,8096
58,1438884273.62961077690124511719,8096
59,1438884273.63782715797424316406,8096
60,1438884273.64604401588439941406,8096
61,1438884273.65426182746887207031,8096
62,1438884273.66248583793640136719,8096
63,1438884273.67070412635803222656,8096
64,1438884273.67892289161682128906,8096
65,1438884273.68735337257385253906,8096
66,1438884273.69557404518127441406,8096
67,1438884273.70379185676574707031,8096
68,1438884273.71201014518737792969,8096
69,1438884273.72022962570190429688,8096
70,1438884273.728450775146484375,8096
71,1438884273.73666810989379882812,8096
72,1438884273.74488878250122070312,8096
73,1438884273.75310850143432617188,8096
74,1438884273.76132726669311523438,8096
75,1438884273.76954674720764160156,8096
76,1438884273.77776670455932617188,8096
77,1438884273.78598570823669433594,8096
78,1438884273.79420542716979980469,8096
79,1438884273.80242753028869628906,8096
80,1438884273.81064724922180175781,8096
81,1438884273.81886577606201171875,8096
82,1438884273.82708430290222167969,8096
83,1438884273.8353023529052734375,8096
84,1438884273.8435230255126953125,8096
85,1438884273.85174250602722167969,8096
86,1438884273.85995984077453613281,8096
87,1438884273.86817789077758789062,8096
88,1438884273.87639665603637695312,8096
89,1438884273.88461780548095703125,8096
90,1438884273.89283847808837890625,8096
91,1438884273.90105867385864257812,8096
92,1438884273.90927910804748535156,8096
93,1438884273.91749930381774902344,8096
94,1438884273.92572045326232910156,8096
95,1438884273.93394112586975097656,8096
96,1438884273.94215893745422363281,8096
97,1438884273.95037722587585449219,8096
98,1438884273.95860385894775390625,8096
