%index, %time, %length (bits)
99,1438884273.96682143211364746094,8096
100,1438884273.97500586509704589844,8096
101,1438884273.98319768905639648438,8096
102,1438884273.99139547348022460938,8096
103,1438884273.99959468841552734375,8096
104,1438884274.00779104232788085938,8096
105,1438884274.01608514785766601562,8096
106,1438884274.02437853813171386719,8096
107,1438884274.03267145156860351562,8096
108,1438884274.04096889495849609375,8096
109,1438884274.04927802085876464844,8096
110,1438884274.0575714111328125,8096
111,1438884274.06586909294128417969,8096
112,1438884274.07406282424926757812,8096
113,1438884274.08234310150146484375,8096
114,1438884274.09072184562683105469,8096
115,1438884274.0991153717041015625,8096
116,1438884274.10747623443603515625,8096
117,1438884274.11586427688598632812,8096
118,1438884274.12425875663757324219,8096
119,1438884274.13262510299682617188,8096
120,1438884274.14084196090698242188,8096
121,1438884274.14905953407287597656,8096
122,1438884274.15724968910217285156,8096
123,1438884274.16543555259704589844,8096
124,1438884274.17365241050720214844,8096
125,1438884274.18185400962829589844,8096
126,1438884274.19006967544555664062,8096
127,1438884274.19828820228576660156,8096
128,1438884274.20650601387023925781,8096
129,1438884274.21492362022399902344,8096
130,1438884274.22324037551879882812,8096
131,1438884274.23145818710327148438,8096
132,1438884274.23967456817626953125,8096
133,1438884274.24789190292358398438,8096
134,1438884274.25610756874084472656,8096
135,1438884274.26432466506958007812,8096
136,1438884274.27254176139831542969,8096
137,1438884274.28075695037841796875,8096
138,1438884274.28897356986999511719,8096
139,1438884274.29731321334838867188,8096
140,1438884274.30552983283996582031,8096
141,1438884274.31374669075012207031,8096
142,1438884274.3219661712646484375,8096
143,1438884274.33018398284912109375,8096
144,1438884274.33840012550354003906,8096
145,1438884274.34661936759948730469,8096
146,1438884274.35483503341674804688,8096
147,1438884274.3630542755126953125,8096
148,1438884274.37127017974853515625,8096
149,1438884274.37948679924011230469,8096
150,1438884274.38767719268798828125,8096
151,1438884274.39589285850524902344,8096
152,1438884274.4041080474853515625,8096
153,1438884274.41232466697692871094,8096
154,1438884274.42054271697998046875,8096
155,1438884274.42875885963439941406,8096
156,1438884274.43697643280029296875,8096
157,1438884274.44531035423278808594,8096
158,1438884274.45352387428283691406,8096
159,1438884274.46171855926513671875,8096
160,1438884274.46993541717529296875,8096
161,1438884274.47815060615539550781,8096
162,1438884274.48636627197265625,8096
163,1438884274.49458336830139160156,8096
164,1438884274.50279998779296875,8096
165,1438884274.51112389564514160156,8096
166,1438884274.51934075355529785156,8096
167,1438884274.52755808830261230469,8096
168,1438884274.53577065467834472656,8096
169,1438884274.54398632049560546875,8096
170,1438884274.5522022247314453125,8096
171,1438884274.56041574478149414062,8096
172,1438884274.56862974166870117188,8096
173,1438884274.5768451690673828125,8096
174,1438884274.58505105972290039062,8096
175,1438884274.59326958656311035156,8096
176,1438884274.60148406028747558594,8096
177,1438884274.60970330238342285156,8096
178,1438884274.61792111396789550781,8096
179,1438884274.62613701820373535156,8096
180,1438884274.63435196876525878906,8096
181,1438884274.64257049560546875,8096
182,1438884274.65078473091125488281,8096
183,1438884274.65899896621704101562,8096
184,1438884274.6673126220703125,8096
185,1438884274.67552661895751953125,8096
186,1438884274.68374204635620117188,8096
187,1438884274.69195556640625,8096
188,1438884274.70017027854919433594,8096
189,1438884274.70838451385498046875,8096
190,1438884274.71659994125366210938,8096
191,1438884274.72481584548950195312,8096
192,1438884274.73304772377014160156,8096
193,1438884274.74126267433166503906,8096
194,1438884274.74947977066040039062,8096
195,1438884274.75769591331481933594,8096
196,1438884274.76591420173645019531,8096
197,1438884274.77413153648376464844,8096
198,1438884274.78231215476989746094,8096
199,1438884274.79052805900573730469,8096
200,1438884274.79874682426452636719,8096
201,1438884274.80696153640747070312,8096
202,1438884274.81517839431762695312,8096
203,1438884274.82339572906494140625,8096
204,1438884274.83161091804504394531,8096
205,1438884274.83982443809509277344,8096
206,1438884274.84804105758666992188,8096
207,1438884274.85625791549682617188,8096
208,1438884274.86447119712829589844,8096
209,1438884274.87268567085266113281,8096
210,1438884274.88087058067321777344,8096
211,1438884274.88918972015380859375,8096
212,1438884274.89740419387817382812,8096
213,1438884274.90561890602111816406,8096
214,1438884274.91383481025695800781,8096
215,1438884274.92205119132995605469,8096
216,1438884274.930267333984375,8096
217,1438884274.93848347663879394531,8096
218,1438884274.94670009613037109375,8096
219,1438884274.95491743087768554688,8096
220,1438884274.96313214302062988281,8096
221,1438884274.97134709358215332031,8096
222,1438884274.97956252098083496094,8096
223,1438884274.98777842521667480469,8096
224,1438884274.99599361419677734375,8096
225,1438884275.00429105758666992188,8096
226,1438884275.01258945465087890625,8096
227,1438884275.02091550827026367188,8096
228,1438884275.02923107147216796875,8096
229,1438884275.03752803802490234375,8096
230,1438884275.04582452774047851562,8096
231,1438884275.05410051345825195312,8096
232,1438884275.06239771842956542969,8096
233,1438884275.07070517539978027344,8096
234,1438884275.0790309906005859375,8096
235,1438884275.08727979660034179688,8096
236,1438884275.09559893608093261719,8096
237,1438884275.10390520095825195312,8096
238,1438884275.11221623420715332031,8096
239,1438884275.12053966522216796875,8096
240,1438884275.12886309623718261719,8096
241,1438884275.13719296455383300781,8096
242,1438884275.14550852775573730469,8096
243,1438884275.15377378463745117188,8096
244,1438884275.16209101676940917969,8096
245,1438884275.17038869857788085938,8096
246,1438884275.17870593070983886719,8096
247,1438884275.18702411651611328125,8096
248,1438884275.19534230232238769531,8096
249,1438884275.20365881919860839844,8096
250,1438884275.21197795867919921875,8096
251,1438884275.22029590606689453125,8096
252,1438884275.22861790657043457031,8096
253,1438884275.23693323135375976562,8096
254,1438884275.24526834487915039062,8096
255,1438884275.2535762786865234375,8096
256,1438884275.26190137863159179688,8096
257,1438884275.27039384841918945312,8096
258,1438884275.27871537208557128906,8096
259,1438884275.28705596923828125,8096
260,1438884275.29538202285766601562,8096
261,1438884275.30369925498962402344,8096
262,1438884275.31201434135437011719,8096
263,1438884275.32033252716064453125,8096
264,1438884275.32865142822265625,8096
265,1438884275.33696651458740234375,8096
266,1438884275.34530472755432128906,8096
267,1438884275.35360765457153320312,8096
268,1438884275.36194062232971191406,8096
269,1438884275.3702545166015625,8096
270,1438884275.37857222557067871094,8096
271,1438884275.38688516616821289062,8096
272,1438884275.39520955085754394531,8096
273,1438884275.40349578857421875,8096
274,1438884275.41181039810180664062,8096
275,1438884275.42015504837036132812,8096
276,1438884275.42847204208374023438,8096
277,1438884275.43679451942443847656,8096
278,1438884275.44512248039245605469,8096
279,1438884275.4533939361572265625,8096
280,1438884275.46170759201049804688,8096
281,1438884275.470027923583984375,8096
282,1438884275.47834444046020507812,8096
283,1438884275.48669099807739257812,8096
284,1438884275.49501442909240722656,8096
285,1438884275.50332903861999511719,8096
286,1438884275.51165103912353515625,8096
287,1438884275.51994919776916503906,8096
288,1438884275.5282649993896484375,8096
289,1438884275.53658699989318847656,8096
290,1438884275.544902801513671875,8096
291,1438884275.55321764945983886719,8096
292,1438884275.56153440475463867188,8096
293,1438884275.56984877586364746094,8096
294,1438884275.57816147804260253906,8096
295,1438884275.58657121658325195312,8096
296,1438884275.59504389762878417969,8096
297,1438884275.60357952117919921875,8096
298,1438884275.61202836036682128906,8096
299,1438884275.62041330337524414062,8096
300,1438884275.62873029708862304688,8096
301,1438884275.63705325126647949219,8096
302,1438884275.64536809921264648438,8096
303,1438884275.65365242958068847656,8096
304,1438884275.66196417808532714844,8096
305,1438884275.67028164863586425781,8096
306,1438884275.67859768867492675781,8096
307,1438884275.68690896034240722656,8096
308,1438884275.69522309303283691406,8096
309,1438884275.70353937149047851562,8096
310,1438884275.71185207366943359375,8096
311,1438884275.7201747894287109375,8096
312,1438884275.7284908294677734375,8096
313,1438884275.73680138587951660156,8096
314,1438884275.74511551856994628906,8096
315,1438884275.75343203544616699219,8096
316,1438884275.76174521446228027344,8096
317,1438884275.77005839347839355469,8096
318,1438884275.77837920188903808594,8096
319,1438884275.78669857978820800781,8096
320,1438884275.79501175880432128906,8096
321,1438884275.8033275604248046875,8096
322,1438884275.81163883209228515625,8096
323,1438884275.81995248794555664062,8096
324,1438884275.82826542854309082031,8096
325,1438884275.83658051490783691406,8096
326,1438884275.8448963165283203125,8096
327,1438884275.85320687294006347656,8096
328,1438884275.86145830154418945312,8096
329,1438884275.86976885795593261719,8096
330,1438884275.87807726860046386719,8096
331,1438884275.88638997077941894531,8096
332,1438884275.89470458030700683594,8096
333,1438884275.90301609039306640625,8096
334,1438884275.91133189201354980469,8096
335,1438884275.9196414947509765625,8096
336,1438884275.92795324325561523438,8096
337,1438884275.93626427650451660156,8096
338,1438884275.94457864761352539062,8096
339,1438884275.95288920402526855469,8096
340,1438884275.96120691299438476562,8096
341,1438884275.96953058242797851562,8096
342,1438884275.97784137725830078125,8096
343,1438884275.98615026473999023438,8096
344,1438884275.99446511268615722656,8096
345,1438884276.00277996063232421875,8096
346,1438884276.01109075546264648438,8096
347,1438884276.01940250396728515625,8096
348,1438884276.02772378921508789062,8096
349,1438884276.03603887557983398438,8096
350,1438884276.04435372352600097656,8096
351,1438884276.05266785621643066406,8096
352,1438884276.06099915504455566406,8096
353,1438884276.06931638717651367188,8096
354,1438884276.07764434814453125,8096
355,1438884276.08594179153442382812,8096
356,1438884276.09425401687622070312,8096
357,1438884276.10256481170654296875,8096
358,1438884276.11088323593139648438,8096
359,1438884276.11919713020324707031,8096
360,1438884276.1275081634521484375,8096
361,1438884276.13582301139831542969,8096
362,1438884276.14413475990295410156,8096
363,1438884276.15244650840759277344,8096
364,1438884276.16073322296142578125,8096
365,1438884276.16904759407043457031,8096
366,1438884276.17735910415649414062,8096
367,1438884276.18567419052124023438,8096
368,1438884276.19398713111877441406,8096
369,1438884276.20230007171630859375,8096
370,1438884276.21061301231384277344,8096
371,1438884276.21892428398132324219,8096
372,1438884276.22724080085754394531,8096
373,1438884276.23555278778076171875,8096
374,1438884276.24386477470397949219,8096
375,1438884276.25217723846435546875,8096
376,1438884276.26048922538757324219,8096
377,1438884276.26879930496215820312,8096
378,1438884276.27711725234985351562,8096
379,1438884276.28540182113647460938,8096
380,1438884276.29371619224548339844,8096
381,1438884276.30202960968017578125,8096
382,1438884276.310344696044921875,8096
383,1438884276.31866192817687988281,8096
384,1438884276.32697772979736328125,8096
385,1438884276.335262298583984375,8096
386,1438884276.34357476234436035156,8096
387,1438884276.35190033912658691406,8096
388,1438884276.3602142333984375,8096
389,1438884276.36852812767028808594,8096
390,1438884276.37685132026672363281,8096
391,1438884276.38516449928283691406,8096
392,1438884276.39347767829895019531,8096
393,1438884276.40179491043090820312,8096
394,1438884276.4101085662841796875,8096
395,1438884276.41842246055603027344,8096
396,1438884276.42673420906066894531,8096
397,1438884276.43504977226257324219,8096
398,1438884276.44336438179016113281,8096
399,1438884276.45167946815490722656,8096
400,1438884276.45999693870544433594,8096
401,1438884276.46831178665161132812,8096
402,1438884276.47662663459777832031,8096
403,1438884276.48494672775268554688,8096
404,1438884276.49328017234802246094,8096
405,1438884276.50159382820129394531,8096
406,1438884276.50990962982177734375,8096
407,1438884276.51822376251220703125,8096
408,1438884276.52653813362121582031,8096
409,1438884276.53485035896301269531,8096
410,1438884276.5431652069091796875,8096
411,1438884276.55147886276245117188,8096
412,1438884276.55979084968566894531,8096
413,1438884276.56810307502746582031,8096
414,1438884276.576416015625,8096
415,1438884276.58472800254821777344,8096
416,1438884276.59306955337524414062,8096
417,1438884276.60138535499572753906,8096
418,1438884276.60970330238342285156,8096
419,1438884276.61802077293395996094,8096
420,1438884276.6263370513916015625,8096
421,1438884276.63465785980224609375,8096
422,1438884276.642974853515625,8096
423,1438884276.65126323699951171875,8096
424,1438884276.65957784652709960938,8096
425,1438884276.66789674758911132812,8096
426,1438884276.67621445655822753906,8096
427,1438884276.68452858924865722656,8096
428,1438884276.69285726547241210938,8096
429,1438884276.701175689697265625,8096
430,1438884276.70949196815490722656,8096
431,1438884276.71780943870544433594,8096
432,1438884276.72612452507019042969,8096
433,1438884276.73443889617919921875,8096
434,1438884276.74275255203247070312,8096
435,1438884276.75106716156005859375,8096
436,1438884276.75938129425048828125,8096
437,1438884276.76769757270812988281,8096
438,1438884276.77601265907287597656,8096
439,1438884276.7843341827392578125,8096
440,1438884276.79262089729309082031,8096
441,1438884276.80093669891357421875,8096
442,1438884276.80927181243896484375,8096
443,1438884276.81758642196655273438,8096
444,1438884276.82590460777282714844,8096
445,1438884276.83421874046325683594,8096
446,1438884276.84253215789794921875,8096
447,1438884276.8508453369140625,8096
448,1438884276.8591289520263671875,8096
449,1438884276.86743831634521484375,8096
450,1438884276.87575411796569824219,8096
451,1438884276.88406205177307128906,8096
452,1438884276.89237451553344726562,8096
453,1438884276.9006862640380859375,8096
454,1438884276.90903449058532714844,8096
455,1438884276.91734671592712402344,8096
456,1438884276.92565870285034179688,8096
457,1438884276.93397688865661621094,8096
458,1438884276.94229197502136230469,8096
459,1438884276.95060467720031738281,8096
460,1438884276.95891666412353515625,8096
461,1438884276.96722865104675292969,8096
462,1438884276.97554230690002441406,8096
463,1438884276.98386216163635253906,8096
464,1438884276.9921779632568359375,8096
465,1438884277.00049185752868652344,8096
466,1438884280.01076817512512207031,8096
467,1438884280.02096581459045410156,8096
468,1438884280.03116941452026367188,8096
469,1438884280.0413455963134765625,8096
470,1438884280.05152559280395507812,8096
471,1438884280.06170415878295898438,8096
472,1438884280.071887969970703125,8096
473,1438884280.08206439018249511719,8096
474,1438884280.09226894378662109375,8096
475,1438884280.10245680809020996094,8096
476,1438884280.11263966560363769531,8096
477,1438884280.12282514572143554688,8096
478,1438884280.13302850723266601562,8096
479,1438884280.1432170867919921875,8096
480,1438884280.153415679931640625,8096
481,1438884280.16361570358276367188,8096
482,1438884280.17380118370056152344,8096
483,1438884280.18398523330688476562,8096
484,1438884280.19417595863342285156,8096
485,1438884280.20436072349548339844,8096
486,1438884280.21454668045043945312,8096
487,1438884280.22473239898681640625,8096
488,1438884280.23491430282592773438,8096
489,1438884280.245098114013671875,8096
490,1438884280.25528407096862792969,8096
491,1438884280.26546692848205566406,8096
492,1438884280.27565121650695800781,8096
493,1438884280.28583526611328125,8096
494,1438884280.29602098464965820312,8096
495,1438884280.3062229156494140625,8096
496,1438884280.3164234161376953125,8096
497,1438884280.32661128044128417969,8096
498,1438884280.33679366111755371094,8096
499,1438884280.34697604179382324219,8096
500,1438884280.35715961456298828125,8096
501,1438884280.36735892295837402344,8096
502,1438884280.37754750251770019531,8096
503,1438884280.38774657249450683594,8096
504,1438884280.39793753623962402344,8096
505,1438884280.40812158584594726562,8096
506,1438884280.41830396652221679688,8096
507,1438884280.42848944664001464844,8096
508,1438884280.43867278099060058594,8096
509,1438884280.44885468482971191406,8096
510,1438884280.45903706550598144531,8096
511,1438884280.47032427787780761719,8096
512,1438884280.48050951957702636719,8096
513,1438884280.49114203453063964844,8096
514,1438884280.50134897232055664062,8096
515,1438884280.51153230667114257812,8096
516,1438884280.52171993255615234375,8096
517,1438884280.53190755844116210938,8096
518,1438884280.54208993911743164062,8096
519,1438884280.55227255821228027344,8096
520,1438884280.56245493888854980469,8096
521,1438884280.57263875007629394531,8096
522,1438884280.58281946182250976562,8096
523,1438884280.59303498268127441406,8096
524,1438884280.60321712493896484375,8096
525,1438884280.61339855194091796875,8096
526,1438884280.62357878684997558594,8096
527,1438884280.63376760482788085938,8096
528,1438884280.64394855499267578125,8096
529,1438884280.65415406227111816406,8096
530,1438884280.66433691978454589844,8096
531,1438884280.67451977729797363281,8096
532,1438884280.68470096588134765625,8096
533,1438884280.69488406181335449219,8096
534,1438884280.70506954193115234375,8096
535,1438884280.71524953842163085938,8096
536,1438884280.72543811798095703125,8096
537,1438884280.73562717437744140625,8096
538,1438884280.74580788612365722656,8096
539,1438884280.75598621368408203125,8096
540,1438884280.76616764068603515625,8096
541,1438884280.77637529373168945312,8096
542,1438884280.78655552864074707031,8096
543,1438884280.79674315452575683594,8096
544,1438884280.80692791938781738281,8096
545,1438884280.81710910797119140625,8096
546,1438884280.82728815078735351562,8096
547,1438884280.83746743202209472656,8096
548,1438884280.84764814376831054688,8096
549,1438884280.85782861709594726562,8096
550,1438884280.86800932884216308594,8096
551,1438884280.87818813323974609375,8096
552,1438884280.88836669921875,8096
553,1438884280.89854717254638671875,8096
554,1438884280.90872788429260253906,8096
555,1438884280.91890835762023925781,8096
556,1438884280.92908740043640136719,8096
557,1438884280.93926692008972167969,8096
558,1438884280.94944810867309570312,8096
559,1438884280.95963120460510253906,8096
560,1438884280.9698123931884765625,8096
561,1438884280.97999167442321777344,8096
562,1438884280.99017834663391113281,8096
563,1438884281.00037050247192382812,8096
564,1438884281.01065111160278320312,8096
565,1438884281.02093482017517089844,8096
566,1438884281.03124737739562988281,8096
567,1438884281.04153680801391601562,8096
568,1438884281.05182862281799316406,8096
569,1438884281.06212306022644042969,8096
570,1438884281.07240247726440429688,8096
571,1438884281.08269238471984863281,8096
572,1438884281.09297657012939453125,8096
573,1438884281.10327363014221191406,8096
574,1438884281.11355566978454589844,8096
575,1438884281.12384009361267089844,8096
576,1438884281.13413262367248535156,8096
577,1438884281.14441585540771484375,8096
578,1438884281.15470027923583984375,8096
579,1438884281.16499543190002441406,8096
580,1438884281.17527937889099121094,8096
581,1438884281.18556451797485351562,8096
582,1438884281.19584774971008300781,8096
583,1438884281.20613121986389160156,8096
584,1438884281.21641325950622558594,8096
585,1438884281.22671151161193847656,8096
586,1438884281.23700666427612304688,8096
587,1438884281.24729061126708984375,8096
588,1438884281.25757193565368652344,8096
589,1438884281.26786112785339355469,8096
590,1438884281.27814126014709472656,8096
591,1438884281.2884387969970703125,8096
592,1438884281.2987213134765625,8096
593,1438884281.3090229034423828125,8096
594,1438884281.3193073272705078125,8096
595,1438884281.32959127426147460938,8096
596,1438884281.339874267578125,8096
597,1438884281.35015821456909179688,8096
598,1438884281.36044001579284667969,8096
599,1438884281.37072038650512695312,8096
600,1438884281.3810214996337890625,8096
601,1438884281.39130854606628417969,8096
602,1438884281.40159678459167480469,8096
603,1438884281.41188359260559082031,8096
604,1438884281.42216968536376953125,8096
605,1438884281.43245387077331542969,8096
606,1438884281.44273638725280761719,8096
607,1438884281.45302486419677734375,8096
608,1438884281.46330928802490234375,8096
609,1438884281.47359037399291992188,8096
610,1438884281.48387289047241210938,8096
611,1438884281.49414229393005371094,8096
612,1438884281.50442671775817871094,8096
613,1438884281.51471042633056640625,8096
614,1438884281.52500677108764648438,8096
615,1438884281.53529214859008789062,8096
616,1438884281.54557585716247558594,8096
617,1438884281.55586266517639160156,8096
618,1438884281.56614851951599121094,8096
619,1438884281.576435089111328125,8096
620,1438884281.58672451972961425781,8096
621,1438884281.5970211029052734375,8096
622,1438884281.60730743408203125,8096
623,1438884281.61759257316589355469,8096
624,1438884281.62787604331970214844,8096
625,1438884281.63816046714782714844,8096
626,1438884281.6484432220458984375,8096
627,1438884281.65873003005981445312,8096
628,1438884281.66902637481689453125,8096
629,1438884281.67931151390075683594,8096
630,1438884281.68959665298461914062,8096
631,1438884281.69985556602478027344,8096
632,1438884281.71013951301574707031,8096
633,1438884281.72042536735534667969,8096
634,1438884281.73071050643920898438,8096
635,1438884281.74100017547607421875,8096
636,1438884281.75128340721130371094,8096
637,1438884281.76156949996948242188,8096
638,1438884281.77185320854187011719,8096
639,1438884281.78213977813720703125,8096
640,1438884281.79243040084838867188,8096
641,1438884281.802715301513671875,8096
642,1438884281.812969207763671875,8096
643,1438884281.82327222824096679688,8096
644,1438884281.83355736732482910156,8096
645,1438884281.84384322166442871094,8096
646,1438884281.8541278839111328125,8096
647,1438884281.86440920829772949219,8096
648,1438884281.87469315528869628906,8096
649,1438884281.884990692138671875,8096
650,1438884281.8952732086181640625,8096
651,1438884281.90555667877197265625,8096
652,1438884281.91584348678588867188,8096
653,1438884281.926128387451171875,8096
654,1438884281.936412811279296875,8096
655,1438884281.94669866561889648438,8096
656,1438884281.95700931549072265625,8096
657,1438884281.9672946929931640625,8096
658,1438884281.97757792472839355469,8096
659,1438884281.987865447998046875,8096
660,1438884281.99815011024475097656,8096
661,1438884282.00749659538269042969,8096
662,1438884282.01581335067749023438,8096
663,1438884282.02410411834716796875,8096
664,1438884282.03241586685180664062,8096
665,1438884282.04073309898376464844,8096
666,1438884282.04905462265014648438,8096
667,1438884282.05737185478210449219,8096
668,1438884282.0656833648681640625,8096
669,1438884282.07396769523620605469,8096
670,1438884282.08225178718566894531,8096
671,1438884282.09060072898864746094,8096
672,1438884282.09892559051513671875,8096
673,1438884282.10724401473999023438,8096
674,1438884282.11556243896484375,8096
675,1438884282.1238880157470703125,8096
676,1438884282.13221621513366699219,8096
677,1438884282.140529632568359375,8096
678,1438884282.14884710311889648438,8096
679,1438884282.15717625617980957031,8096
680,1438884282.16546130180358886719,8096
681,1438884282.17377495765686035156,8096
682,1438884282.18210458755493164062,8096
683,1438884282.19041800498962402344,8096
684,1438884282.19873404502868652344,8096
685,1438884282.20706033706665039062,8096
686,1438884282.21537804603576660156,8096
687,1438884282.22369694709777832031,8096
688,1438884282.23201799392700195312,8096
689,1438884282.24033093452453613281,8096
690,1438884282.24864792823791503906,8096
691,1438884282.25696802139282226562,8096
692,1438884282.26530432701110839844,8096
693,1438884282.27362036705017089844,8096
694,1438884282.28195142745971679688,8096
695,1438884282.29023790359497070312,8096
696,1438884282.29855275154113769531,8096
697,1438884282.30688881874084472656,8096
698,1438884282.31520676612854003906,8096
699,1438884282.32353878021240234375,8096
700,1438884282.33186006546020507812,8096
701,1438884282.3401775360107421875,8096
702,1438884282.34849309921264648438,8096
703,1438884282.35680818557739257812,8096
704,1438884282.36513519287109375,8096
705,1438884282.37344670295715332031,8096
706,1438884282.38176631927490234375,8096
707,1438884282.39008378982543945312,8096
708,1438884282.39840197563171386719,8096
709,1438884282.40671873092651367188,8096
710,1438884282.41503930091857910156,8096
711,1438884282.42335748672485351562,8096
712,1438884282.43167757987976074219,8096
713,1438884282.44000315666198730469,8096
714,1438884282.44831943511962890625,8096
715,1438884282.45663547515869140625,8096
716,1438884282.4649524688720703125,8096
717,1438884282.4732875823974609375,8096
718,1438884282.48160815238952636719,8096
719,1438884282.48992705345153808594,8096
720,1438884282.49824500083923339844,8096
721,1438884282.50656366348266601562,8096
722,1438884282.51485180854797363281,8096
723,1438884282.52316927909851074219,8096
724,1438884282.53148579597473144531,8096
725,1438884282.53975009918212890625,8096
726,1438884282.54799866676330566406,8096
727,1438884282.55625820159912109375,8096
728,1438884282.56457471847534179688,8096
729,1438884282.57284426689147949219,8096
730,1438884282.58113646507263183594,8096
731,1438884282.589447021484375,8096
732,1438884282.59774184226989746094,8096
733,1438884282.60605168342590332031,8096
734,1438884282.61437392234802246094,8096
735,1438884282.62268424034118652344,8096
736,1438884282.63099789619445800781,8096
737,1438884282.63931107521057128906,8096
738,1438884282.64762425422668457031,8096
739,1438884282.65593719482421875,8096
740,1438884282.66421747207641601562,8096
741,1438884282.67253422737121582031,8096
742,1438884282.68087291717529296875,8096
743,1438884282.68919420242309570312,8096
744,1438884282.69751191139221191406,8096
745,1438884282.70583271980285644531,8096
746,1438884282.71415090560913085938,8096
747,1438884282.72247147560119628906,8096
748,1438884282.73079156875610351562,8096
749,1438884282.73911190032958984375,8096
750,1438884282.74743390083312988281,8096
751,1438884282.75575804710388183594,8096
752,1438884282.76407647132873535156,8096
753,1438884282.77240538597106933594,8096
754,1438884282.78072500228881835938,8096
755,1438884282.78905987739562988281,8096
756,1438884282.79738593101501464844,8096
757,1438884282.80570554733276367188,8096
758,1438884282.81402707099914550781,8096
759,1438884282.82235050201416015625,8096
760,1438884282.83067059516906738281,8096
761,1438884282.838993072509765625,8096
762,1438884282.84731554985046386719,8096
763,1438884282.855640411376953125,8096
764,1438884282.86396384239196777344,8096
765,1438884282.87228155136108398438,8096
766,1438884282.8806018829345703125,8096
767,1438884282.88892197608947753906,8096
768,1438884282.8972797393798828125,8096
769,1438884282.90559554100036621094,8096
770,1438884282.91391801834106445312,8096
771,1438884282.92223143577575683594,8096
772,1438884282.9305438995361328125,8096
773,1438884282.93886494636535644531,8096
774,1438884282.94717621803283691406,8096
775,1438884282.95548868179321289062,8096
776,1438884282.96380138397216796875,8096
777,1438884282.97211503982543945312,8096
778,1438884282.98042845726013183594,8096
